"","stid","lng","lat","wp90","wpc","wpmax","wh90","wh4mH","whmax","nc_ubedmean","Ubms","T1h","T2h"
"1","15032_10",144.626250067941,-13.9203167064697,6.76000557273564,839.420648137092,13.5860916061005,1.8481285648208,0,2.47666291541874,0.259270279339474,0.5,12.6,0
"2","15032_12",144.625640123171,-13.9204207048772,6.55476520902976,813.856610221867,13.310709774767,1.82908053442154,0,2.45500124514972,0.224027181425154,0.54,7.5,0
"3","15032_14",144.625003323077,-13.9206111836529,6.45708272986029,803.775182424705,13.2437814771407,1.82722158577561,0,2.44939751699366,0.251306264473785,0.55,5.9,0
"4","15032_15",144.624612982692,-13.920623150576,6.39885864436798,790.551458217493,13.1003164472557,1.81101604621464,0,2.43773935736021,0.261310608585142,0.42,6.5,0
"5","15032_16",144.624214112857,-13.9207623016658,6.18542963900719,757.81121527826,12.6630815666514,1.78745441176553,0,2.40061520805072,0.256377529774833,0.6,13.7,0
"6","15032_17",144.623849841316,-13.9208706578938,5.20009034068922,625.99287505079,10.1922840507538,1.66967796494677,0,2.18303851698157,0.278733224831027,0.64,10.7,0
"7","15032_19",144.623356918947,-13.9208605468412,5.20009034068922,613.171899429736,9.98510442365463,1.66295999944378,0,2.16825710935075,0.248782749542387,0.63,11,0
"8","15032_20",144.62300416625,-13.9207691869991,5.94276289360085,715.059346898426,12.024150494802,1.75874335346912,0,2.34554602986612,0.288363733658303,0.53,14.1,0
"9","15032_22",144.622458682564,-13.9206230502555,5.94276289360085,715.059346898426,12.024150494802,1.75874335346912,0,2.34554602986612,0.231187701209738,0.23,6.4,0
"10","15032_30",144.619736178372,-13.9200504346503,5.30228057142138,634.288938754226,10.0512457505822,1.66969886523844,0,2.16517302905379,0.294750816605966,0.41,7.2,0
"11","15032_39",144.6170018545,-13.9190010593324,5.93265859541912,733.559915886633,11.6370551048505,1.74481508870098,0,2.30541910192391,0.247929729162109,0.15,0,0
"12","15032_40",144.616625757167,-13.9190634728324,5.60273643453855,679.185960419374,10.8104777625617,1.70647881334376,0,2.23008695873366,0.289006227865648,0.36,6.8,0
"13","15032_43",144.615732285526,-13.9187624544728,5.18455807411658,628.907013882304,9.66485217519169,1.64801802570236,0,2.11918555343858,0.292528081675759,0.21,6.4,0
"14","15032_48",144.614063777429,-13.9181445819991,5.39787142032588,666.230949603671,10.1895951562681,1.67686792320171,0,2.16769727855188,0.297181888681993,0.61,18.8,0
"15","15033_10",144.60306823617,-13.9192216440417,9.04155041096277,1052.31230801194,15.0271017176257,2.08501760862264,0,2.57344900899545,0.106338984923936,0.48,8.3,0
"16","15033_12",144.603044995714,-13.9197177852372,8.90787945183703,1036.02714008916,14.8173166015955,2.06767562023864,0,2.55869282178058,0.0783980144935683,0.41,7,0
"17","15033_13",144.602971442667,-13.9201125524435,8.78169736272641,1022.97766381674,14.6774313904443,2.05323719338628,0,2.54890522507605,0.059734555892785,0.27,3,0
"18","15033_14",144.603055038,-13.9203911595547,8.78169736272641,1022.95776524319,14.6774313904443,2.05323719338628,0,2.54890522507605,0.0879989148504779,0.38,7,0
"19","15033_16",144.603029902698,-13.9210813850785,8.50679318639735,994.28829902363,14.3840356501534,2.0229633411152,0,2.52664450918152,0.0556132628005433,0.32,5.4,0
"20","15033_17",144.603050278824,-13.9214720415677,8.30144618631277,971.613628627383,14.0930634537293,2.00105673942605,0,2.50446257788851,0.0672247852022876,0.38,6.2,0
